Wall time,Step,Value
1570443851.9598227,391,58.534000396728516
1570443877.1384668,782,38.46799850463867
1570443902.929473,1173,30.305999755859375
1570443928.389366,1564,25.582000732421875
1570443954.6351552,1955,22.468000411987305
1570443980.0423946,2346,20.6560001373291
1570444005.820465,2737,19.280000686645508
1570444031.31324,3128,18.038000106811523
1570444056.6155539,3519,17.18199920654297
1570444082.013611,3910,16.719999313354492
1570444107.0636282,4301,16.148000717163086
1570444132.0477645,4692,15.345999717712402
1570444157.0099876,5083,14.815999984741211
1570444181.8964138,5474,14.37600040435791
1570444206.7279866,5865,13.982000350952148
1570444231.7470584,6256,13.64799976348877
1570444257.3384664,6647,13.362000465393066
1570444282.5266204,7038,12.934000015258789
1570444307.8276203,7429,12.911999702453613
1570444332.981447,7820,12.741999626159668
1570444358.9239745,8211,12.553999900817871
1570444384.5304742,8602,12.003999710083008
1570444409.9823883,8993,12.041999816894531
1570444435.1799808,9384,11.894000053405762
1570444460.2120178,9775,11.612000465393066
1570444485.702827,10166,11.47599983215332
1570444510.8857243,10557,11.406000137329102
1570444536.150139,10948,11.027999877929688
1570444561.9231937,11339,10.895999908447266
1570444587.7760344,11730,10.597999572753906
1570444612.9292624,12121,10.996000289916992
1570444638.0410857,12512,10.692000389099121
1570444663.4630792,12903,10.484000205993652
1570444688.82623,13294,10.52400016784668
1570444714.1623306,13685,10.076000213623047
1570444739.7209723,14076,10.100000381469727
1570444764.9341943,14467,10.496000289916992
1570444789.862922,14858,10.015999794006348
1570444815.115667,15249,9.793999671936035
1570444840.1935658,15640,9.907999992370605
1570444865.2864401,16031,9.640000343322754
1570444890.4241939,16422,9.706000328063965
1570444915.3594894,16813,9.576000213623047
1570444940.2708492,17204,9.640000343322754
1570444965.7377226,17595,9.609999656677246
1570444990.9961534,17986,9.277999877929688
1570445016.3273897,18377,9.156000137329102
1570445041.4491858,18768,9.163999557495117
1570445066.5945864,19159,9.206000328063965
1570445091.7971668,19550,9.100000381469727
1570445117.0496142,19941,8.904000282287598
1570445142.279122,20332,8.850000381469727
1570445167.69214,20723,9.055999755859375
1570445192.9455836,21114,8.982000350952148
1570445218.4064734,21505,8.892000198364258
1570445243.934184,21896,8.72599983215332
1570445269.3292494,22287,8.899999618530273
1570445294.737281,22678,8.887999534606934
1570445319.9558177,23069,8.637999534606934
1570445345.3837957,23460,8.777999877929688
1570445370.871613,23851,8.788000106811523
1570445396.1948707,24242,8.515999794006348
1570445421.5739787,24633,8.60200023651123
1570445447.1206386,25024,8.5
1570445472.619439,25415,8.84000015258789
1570445498.5388458,25806,8.592000007629395
1570445524.0376344,26197,8.468000411987305
1570445549.2761176,26588,8.526000022888184
1570445574.6437624,26979,8.413999557495117
1570445600.2343054,27370,8.465999603271484
1570445625.5915735,27761,8.265999794006348
1570445650.8534987,28152,8.21399974822998
1570445676.7073374,28543,8.437999725341797
1570445702.7656286,28934,8.34000015258789
1570445728.604507,29325,8.246000289916992
1570445754.6637957,29716,8.300000190734863
1570445780.6871798,30107,8.039999961853027
1570445806.5091305,30498,8.026000022888184
1570445832.8447084,30889,8.28600025177002
1570445858.6626425,31280,8.196000099182129
1570445883.937031,31671,7.98199987411499
1570445909.3131495,32062,7.9679999351501465
1570445934.603495,32453,4.783999919891357
1570445960.0364587,32844,3.8499999046325684
1570445985.50085,33235,3.441999912261963
1570446011.0726213,33626,3.240000009536743
1570446036.182421,34017,3.109999895095825
1570446061.4248946,34408,2.9260001182556152
1570446086.7980185,34799,2.9100000858306885
1570446112.224002,35190,2.753999948501587
1570446137.57319,35581,2.619999885559082
1570446163.1228416,35972,2.568000078201294
1570446188.704822,36363,2.5299999713897705
1570446214.103877,36754,2.312000036239624
1570446239.5767343,37145,2.4820001125335693
1570446265.8464603,37536,2.2739999294281006
1570446291.5626664,37927,2.2019999027252197
1570446317.0624523,38318,2.119999885559082
1570446342.865426,38709,2.138000011444092
1570446368.858891,39100,1.9539999961853027
1570446394.6389265,39491,2.003999948501587
1570446420.4807963,39882,1.9299999475479126
1570446445.97759,40273,1.8220000267028809
1570446471.6758447,40664,1.8459999561309814
1570446497.173635,41055,1.8040000200271606
1570446522.6085942,41446,1.840000033378601
1570446548.0804543,41837,1.7760000228881836
1570446573.3149805,42228,1.8140000104904175
1570446598.4746444,42619,1.6139999628067017
1570446623.92556,43010,1.6380000114440918
1570446649.1510794,43401,1.5959999561309814
1570446674.373607,43792,1.4359999895095825
1570446699.6320374,44183,1.5959999561309814
1570446724.839605,44574,1.593999981880188
1570446750.447102,44965,1.4759999513626099
1570446776.0386417,45356,1.496000051498413
1570446801.4834485,45747,1.3580000400543213
1570446826.8984854,46138,1.3220000267028809
1570446852.3623424,46529,1.4900000095367432
1570446877.7943091,46920,1.3459999561309814
1570446903.2871127,47311,1.4199999570846558
1570446928.6911545,47702,1.4079999923706055
1570446954.063281,48093,1.2740000486373901
1570446979.3276958,48484,1.1260000467300415
1570447004.6419775,48875,0.9800000190734863
1570447029.9672306,49266,0.921999990940094
1570447055.3164177,49657,0.972000002861023
1570447080.7074943,50048,0.8820000290870667
1570447106.2302182,50439,0.8600000143051147
1570447131.9972894,50830,0.9020000100135803
1570447157.779319,51221,0.8820000290870667
1570447183.1195312,51612,0.828000009059906
1570447208.2373385,52003,0.8759999871253967
1570447233.597497,52394,0.8560000061988831
1570447259.15812,52785,0.8999999761581421
1570447284.5711372,53176,0.8180000185966492
1570447309.9701924,53567,0.8360000252723694
1570447335.4221056,53958,0.8320000171661377
1570447360.7284083,54349,0.7839999794960022
1570447386.2571163,54740,0.7960000038146973
1570447411.8277125,55131,0.7440000176429749
1570447436.9844158,55522,0.777999997138977
1570447462.5839353,55913,0.8360000252723694
1570447488.3400338,56304,0.7540000081062317
1570447514.0233285,56695,0.7400000095367432
1570447539.2488472,57086,0.7179999947547913
1570447564.5701103,57477,0.8180000185966492
1570447590.2165043,57868,0.6679999828338623
1570447615.879851,58259,0.7020000219345093
1570447641.4295034,58650,0.7120000123977661
1570447666.8026276,59041,0.7940000295639038
1570447692.3293405,59432,0.6859999895095825
1570447717.9099393,59823,0.7179999947547913
1570447743.522394,60214,0.7200000286102295
1570447769.3183863,60605,0.6740000247955322
1570447794.7742896,60996,0.7379999756813049
1570447820.2541285,61387,0.6840000152587891
1570447845.7110286,61778,0.7419999837875366
