Wall time,Step,Value
1570394512.9470901,391,85.13999938964844
1570394558.7814617,782,59.58599853515625
1570394604.83727,1173,41.96200180053711
1570394650.8591075,1564,32.87799835205078
1570394696.6655855,1955,27.187999725341797
1570394742.7143497,2346,23.534000396728516
1570394788.7432284,2737,21.035999298095703
1570394834.740181,3128,19.02199935913086
1570394880.7360733,3519,18.006000518798828
1570394926.8916142,3910,16.520000457763672
1570394973.0710652,4301,15.87399959564209
1570395018.7697651,4692,15.039999961853027
1570395064.5602527,5083,14.303999900817871
1570395110.5432255,5474,13.571999549865723
1570395156.7905066,5865,13.210000038146973
1570395202.760499,6256,12.791999816894531
1570395248.9908106,6647,12.295999526977539
1570395294.9877458,7038,11.890000343322754
1570395341.1402643,7429,11.670000076293945
1570395386.9137974,7820,11.157999992370605
1570395432.941681,8211,10.92199993133545
1570395478.953546,8602,10.892000198364258
1570395524.812849,8993,10.4399995803833
1570395570.8616464,9384,10.413999557495117
1570395616.732918,9775,10.20199966430664
1570395662.8086433,10166,9.95199966430664
1570395708.9073355,10557,9.435999870300293
1570395754.904241,10948,9.442000389099121
1570395800.8024406,11339,9.411999702453613
1570395846.8312907,11730,9.027999877929688
1570395892.8461783,12121,9.104000091552734
1570395938.5947845,12512,8.661999702453613
1570395984.563789,12903,8.8100004196167
1570396030.536788,13294,8.854000091552734
1570396076.3970897,13685,8.357999801635742
1570396122.6074817,14076,8.295999526977539
1570396168.5216105,14467,8.34000015258789
1570396214.6841466,14858,8.192000389099121
1570396260.4875557,15249,8.083999633789062
1570396306.4446263,15640,7.889999866485596
1570396352.49539,16031,7.892000198364258
1570396398.4035625,16422,7.590000152587891
1570396444.526162,16813,7.645999908447266
1570396490.5480602,17204,7.676000118255615
1570396536.593835,17595,7.170000076293945
1570396582.6875415,17986,7.927999973297119
1570396628.480033,18377,7.211999893188477
1570396674.4330473,18768,7.374000072479248
1570396720.4678817,19159,7.208000183105469
1570396766.380043,19550,6.998000144958496
1570396812.3600478,19941,7.269999980926514
1570396858.1465235,20332,7.065999984741211
1570396904.0546956,20723,7.061999797821045
1570396950.0935197,21114,7.1579999923706055
1570396995.9977028,21505,6.926000118255615
1570397041.787193,21896,6.964000225067139
1570397087.8789046,22287,6.889999866485596
1570397133.7311983,22678,6.776000022888184
1570397179.7071888,23069,6.806000232696533
1570397225.5545244,23460,6.829999923706055
1570397271.7180152,23851,6.567999839782715
1570397317.7458675,24242,6.748000144958496
1570397363.9622157,24633,6.504000186920166
1570397409.9820898,25024,6.447999954223633
1570397456.0458465,25415,6.400000095367432
1570397502.0657206,25806,6.546000003814697
1570397547.758503,26197,6.363999843597412
1570397593.6786103,26588,6.196000099182129
1570397639.5987515,26979,6.458000183105469
1570397685.5657675,27370,6.205999851226807
1570397731.6883662,27761,6.190000057220459
1570397777.7062464,28152,6.257999897003174
1570397823.915613,28543,5.952000141143799
1570397869.8537061,28934,6.326000213623047
1570397915.9573562,29325,6.058000087738037
1570397961.8894944,29716,6.28000020980835
1570398007.697904,30107,5.964000225067139
1570398053.8883514,30498,6.150000095367432
1570398099.662853,30889,6.0960001945495605
1570398145.783458,31280,5.690000057220459
1570398191.862203,31671,5.906000137329102
1570398238.0166876,32062,5.736000061035156
1570398283.9338653,32453,2.5260000228881836
1570398330.0175734,32844,1.8459999561309814
1570398376.1012437,33235,1.649999976158142
1570398421.9954534,33626,1.343999981880188
1570398468.050234,34017,1.1660000085830688
1570398514.1239643,34408,1.149999976158142
1570398560.137854,34799,1.0499999523162842
1570398606.2325284,35190,0.9539999961853027
1570398652.5855348,35581,0.8980000019073486
1570398698.6163557,35972,0.7260000109672546
1570398744.587361,36363,0.7099999785423279
1570398790.2980623,36754,0.7319999933242798
1570398836.2192297,37145,0.656000018119812
1570398882.3796985,37536,0.5920000076293945
