Wall time,Step,Value
1570340673.813093,391,72.5719985961914
1570340706.550505,782,53.380001068115234
1570340739.310854,1173,39.13999938964844
1570340772.0642226,1564,30.082000732421875
1570340804.197251,1955,24.913999557495117
1570340836.5247588,2346,21.694000244140625
1570340868.814368,2737,19.697999954223633
1570340901.0531137,3128,18.56399917602539
1570340933.8215034,3519,17.413999557495117
1570340966.3235135,3910,16.288000106811523
1570340998.7278578,4301,15.736000061035156
1570341031.4063878,4692,15.038000106811523
1570341063.7538712,5083,14.32800006866455
1570341096.4328213,5474,13.779999732971191
1570341128.912874,5865,13.42199993133545
1570341161.7540073,6256,12.845999717712402
1570341194.5522554,6647,12.600000381469727
1570341227.218856,7038,12.248000144958496
1570341259.4635859,7429,12.112000465393066
1570341291.9127684,7820,11.826000213623047
1570341324.6651402,8211,11.534000396728516
1570341357.2389884,8602,11.14799976348877
1570341389.6093814,8993,11.192000389099121
1570341422.3717263,9384,10.442000389099121
1570341454.6952732,9775,10.345999717712402
1570341487.0616484,10166,10.545999526977539
1570341519.5894077,10557,10.178000450134277
1570341551.9363825,10948,10.081999778747559
1570341584.1751285,11339,9.78600025177002
1570341616.6574874,11730,9.593999862670898
1570341648.9630532,12121,9.489999771118164
1570341681.3224757,12512,9.618000030517578
1570341713.6246367,12903,9.38599967956543
1570341745.9331963,13294,9.097999572753906
1570341778.3793852,13685,9.331999778747559
1570341810.612147,14076,8.868000030517578
1570341842.988524,14467,8.944000244140625
1570341875.3087492,14858,8.531999588012695
1570341907.9035141,15249,8.680000305175781
1570341940.6586528,15640,8.751999855041504
1570341974.0024705,16031,8.368000030517578
1570342077.9691756,16422,8.564000129699707
1570342184.2133057,16813,8.343999862670898
1570342320.4377623,17204,8.10200023651123
1570342455.4800072,17595,8.324000358581543
1570342580.250789,17986,8.104000091552734
1570342704.6726391,18377,8.0
1570342821.2795799,18768,8.178000450134277
1570342946.215481,19159,8.173999786376953
1570343092.4724233,19550,7.881999969482422
1570343237.1892517,19941,7.8480000495910645
1570343376.2956188,20332,7.9720001220703125
1570343525.4562023,20723,7.826000213623047
1570343595.2303157,21114,7.927999973297119
1570343628.7582238,21505,7.484000205993652
1570343661.7768824,21896,7.515999794006348
1570343694.0974097,22287,7.567999839782715
1570343726.730101,22678,7.625999927520752
1570343759.2999601,23069,7.50600004196167
1570343791.7172573,23460,7.349999904632568
1570343824.2083325,23851,7.535999774932861
1570343856.3054533,24242,7.415999889373779
1570343888.6149783,24633,7.326000213623047
1570343920.909606,25024,7.340000152587891
1570343953.2310984,25415,7.421999931335449
1570343985.5336738,25806,7.242000102996826
1570344017.8292673,26197,7.125999927520752
1570344050.5237927,26588,7.25600004196167
1570344083.7040186,26979,7.409999847412109
1570344116.305848,27370,7.228000164031982
1570344151.250323,27761,7.234000205993652
